Service Description,Receivable Owner,Service ID,Service Provider,Service Type,Eff Rate Amt
Stryker End Cap Humerus 183000xxS,UHHS UHC,41637,UHC Suburb Surg Ct,Tech,619.00
Stryker Enduragen Dressing 2x5 x1.0mm 89224,UHHS UHC,37857,UHC Suburb Surg Ct,Tech,"2,475.00"
Stryker Esophageal Kit 56FR,UHHS UHC,30626,UHC Suburb Surg Ct,Tech,967.00
Stryker Femoral Sz 2/7 5512F,UHHS UHC,35300,UHC Suburb Surg Ct,Tech,"20,214.00"
Stryker Femur 132D 60580x35D,UHHS UHC,41866,UHC Suburb Surg Ct,Tech,"4,108.00"
Stryker Femur Augment Sz 2/7 5540A,UHHS UHC,35292,UHC Suburb Surg Ct,Tech,"3,419.00"
Stryker Femur Augment Sz 2/7 5541A,UHHS UHC,35294,UHC Suburb Surg Ct,Tech,"3,592.00"
Stryker femur comp 5515,UHHS UHC,18525,UHC Suburb Surg Ct,Tech,"4,501.00"
Stryker femur comp 6485,UHHS UHC,14630,UHC Suburb Surg Ct,Tech,"8,366.00"
Stryker femur comp 6630,UHHS UHC,14631,UHC Suburb Surg Ct,Tech,"5,965.00"
Stryker Femur Component Triath CR 5510,UHHS UHC,21441,UHC Suburb Surg Ct,Tech,"4,501.00"
Stryker Femur Head 00877503601,UHHS UHC,38548,UHC Suburb Surg Ct,Tech,"2,910.00"
Stryker Femur Head LFIT V40 626009,UHHS UHC,20232,UHC Suburb Surg Ct,Tech,"1,205.00"
Stryker Femur Head V40 65700xxx,UHHS UHC,31617,UHC Suburb Surg Ct,Tech,"1,229.00"
Stryker Femur Stem 132D 67200x27,UHHS UHC,42646,UHC Suburb Surg Ct,Tech,"5,250.00"
Stryker Femur Stem 132D 67200x3x,UHHS UHC,38551,UHC Suburb Surg Ct,Tech,"6,693.00"
Stryker Femur Stem 132D 67201x40,UHHS UHC,42647,UHC Suburb Surg Ct,Tech,"5,250.00"
Stryker Femur Stem 627670xx,UHHS UHC,37125,UHC Suburb Surg Ct,Tech,"9,871.00"
Stryker Femur Stem 627671xx,UHHS UHC,37126,UHC Suburb Surg Ct,Tech,"10,452.00"
Stryker Femur Stem 627672xx,UHHS UHC,37127,UHC Suburb Surg Ct,Tech,"11,034.00"
Stryker Femur Stem 627673xx,UHHS UHC,37128,UHC Suburb Surg Ct,Tech,"11,613.00"
Stryker femur stem 6485-3-311-7,UHHS UHC,14659,UHC Suburb Surg Ct,Tech,"14,315.00"
Stryker femur stem 6485361x,UHHS UHC,14660,UHC Suburb Surg Ct,Tech,"11,743.00"
Stryker femur stem 648538117,UHHS UHC,14662,UHC Suburb Surg Ct,Tech,"8,366.00"
Stryker Femur Stem 67210xxx,UHHS UHC,37129,UHC Suburb Surg Ct,Tech,"6,693.00"
Stryker Femur Stem Accolade 127D sz 1,UHHS UHC,21449,UHC Suburb Surg Ct,Tech,"6,352.00"
Stryker Femur Stem Accolade 132D sz 0,UHHS UHC,21676,UHC Suburb Surg Ct,Tech,"6,352.00"
Stryker Femur Stem Crvd 15x127 648537117,UHHS UHC,21675,UHC Suburb Surg Ct,Tech,"11,546.00"
Stryker Filter ULPA Compactor 0703040000,UHHS UHC,61567,UHC Suburb Surg Ct,Tech,169.00
Stryker FloSteady Cartridge 0350800006,UHHS UHC,35940,UHC Suburb Surg Ct,Tech,143.00
Stryker Flow 2 0250070520,UHHS UHC,39147,UHC Suburb Surg Ct,Tech,170.00
Stryker Foot Arch 155mm 49346155,UHHS UHC,42714,UHC Suburb Surg Ct,Tech,"5,315.00"
Stryker Foot Arch 49346100/120,UHHS UHC,42719,UHC Suburb Surg Ct,Tech,"5,522.00"
Stryker Foot Arch 49346140/180/210,UHHS UHC,42715,UHC Suburb Surg Ct,Tech,"5,315.00"
Stryker Foot Right Long 49344180/210,UHHS UHC,42728,UHC Suburb Surg Ct,Tech,"7,107.00"
Stryker Foot Ring 49344100/120,UHHS UHC,42730,UHC Suburb Surg Ct,Tech,"6,350.00"
Stryker Foot Ring 49345100/120,UHHS UHC,42749,UHC Suburb Surg Ct,Tech,"6,350.00"
Stryker Foot Ring 49345140/155/180/210,UHHS UHC,42729,UHC Suburb Surg Ct,Tech,"7,314.00"
Stryker Gamma3 Closed Tube Clip,UHHS UHC,38412,UHC Suburb Surg Ct,Tech,491.00
Stryker Glenosphere 5573C3202,UHHS UHC,61117,UHC Suburb Surg Ct,Tech,"3,900.00"
Stryker Glenosphere Concentric 5573C3606,UHHS UHC,64193,UHC Suburb Surg Ct,Tech,"3,900.00"
Stryker Guide Pin 15 mm 2341011015,UHHS UHC,52352,UHC Suburb Surg Ct,Tech,"1,231.00"
Stryker Guide Pin 2.4 2340200xx,UHHS UHC,35907,UHC Suburb Surg Ct,Tech,477.00
Stryker Guide Pin Flex 234108020,UHHS UHC,35908,UHC Suburb Surg Ct,Tech,"1,215.00"
Stryker Guidewire 1.0 234030027,UHHS UHC,37681,UHC Suburb Surg Ct,Tech,96.00
Stryker Guidewire 1.4x150 105,UHHS UHC,40564,UHC Suburb Surg Ct,Tech,315.00
Stryker Guidewire 2.0x150 705234,UHHS UHC,53938,UHC Suburb Surg Ct,Tech,288.00
Stryker Guidewire 3.2 702462S,UHHS UHC,41580,UHC Suburb Surg Ct,Tech,407.00
Stryker Guidewire 3.2x230 705235,UHHS UHC,53937,UHC Suburb Surg Ct,Tech,288.00
Stryker guidewire GAM 18060080S,UHHS UHC,17587,UHC Suburb Surg Ct,Tech,684.00
Stryker guidewire GAM 18060085,UHHS UHC,18507,UHC Suburb Surg Ct,Tech,428.00
Stryker Half Pin 2x45 50654520,UHHS UHC,42653,UHC Suburb Surg Ct,Tech,254.00
Stryker Half Pin Apex 1.65x45 50801612/20,UHHS UHC,42654,UHC Suburb Surg Ct,Tech,263.00
Stryker Half Pin Apex 4x90 50232090,UHHS UHC,42662,UHC Suburb Surg Ct,Tech,389.00
Stryker Handpiece Interpulse 0210118100,UHHS UHC,18508,UHC Suburb Surg Ct,Tech,118.00
Stryker Handpiece interpulse 210118000,UHHS UHC,36592,UHC Suburb Surg Ct,Tech,106.00
Stryker Head Edno 694250xx,UHHS UHC,26893,UHC Suburb Surg Ct,Tech,612.00
Stryker Head Endo 57mm 69425057,UHHS UHC,42738,UHC Suburb Surg Ct,Tech,978.00
Stryker Head femur V40 62605xxx,UHHS UHC,34105,UHC Suburb Surg Ct,Tech,"1,446.00"
Stryker Head Femur V40 COCR 62605x28,UHHS UHC,40557,UHC Suburb Surg Ct,Tech,"1,229.00"
Stryker Hemopore 8 cm 5400020208,UHHS UHC,42810,UHC Suburb Surg Ct,Tech,620.00
Stryker High Flo II Tube Set 062040690,UHHS UHC,35941,UHC Suburb Surg Ct,Tech,129.00
Stryker Hip Stem 160110127,UHHS UHC,38550,UHC Suburb Surg Ct,Tech,"6,693.00"
Stryker Humeral Cup 55703x04,UHHS UHC,61113,UHC Suburb Surg Ct,Tech,"3,825.00"
Stryker Humeral Tube 18060073S,UHHS UHC,40775,UHC Suburb Surg Ct,Tech,806.00
Stryker Hydroset Cement 10Ml,UHHS UHC,21791,UHC Suburb Surg Ct,Tech,"8,104.00"
Stryker Hydroset Cement 15Ml,UHHS UHC,21792,UHC Suburb Surg Ct,Tech,"11,660.00"
Stryker Hydroset Cement 3Ml,UHHS UHC,21789,UHC Suburb Surg Ct,Tech,"2,359.00"
Stryker Hydroset Cement 5Ml,UHHS UHC,21790,UHC Suburb Surg Ct,Tech,"4,218.00"
Stryker Hydroset XT Bone Substitute 10cc 897010,UHHS UHC,56725,UHC Suburb Surg Ct,Tech,"12,799.00"
Stryker Hydroset XT Bone Substitute 15cc 897015,UHHS UHC,56726,UHC Suburb Surg Ct,Tech,"18,364.00"
Stryker Iliac Bone Graft 77707xx,UHHS UHC,37699,UHC Suburb Surg Ct,Tech,"2,301.00"
Stryker inion mesh 1.5,UHHS UHC,18531,UHC Suburb Surg Ct,Tech,408.00
Stryker inion mesh 1.5 14 X 14,UHHS UHC,18532,UHC Suburb Surg Ct,Tech,"5,235.00"
Stryker inion mesh 1.5 7 X 7,UHHS UHC,18533,UHC Suburb Surg Ct,Tech,"3,164.00"
Stryker inion mesh 1.5 baby,UHHS UHC,18534,UHC Suburb Surg Ct,Tech,"5,235.00"
Stryker inion mesh 2 7 X 7,UHHS UHC,18535,UHC Suburb Surg Ct,Tech,"2,909.00"
Stryker inion mesh 2.5 7 X 7,UHHS UHC,18536,UHC Suburb Surg Ct,Tech,"2,909.00"
Stryker inion plate 1.5 20H,UHHS UHC,18538,UHC Suburb Surg Ct,Tech,728.00
Stryker inion plate 1.5 4H,UHHS UHC,18537,UHC Suburb Surg Ct,Tech,335.00
Stryker inion plate 1.5 6H,UHHS UHC,18539,UHC Suburb Surg Ct,Tech,335.00
Stryker inion plate 1.5 7H,UHHS UHC,18540,UHC Suburb Surg Ct,Tech,583.00
Stryker inion plate 1.5 cover,UHHS UHC,18541,UHC Suburb Surg Ct,Tech,583.00
Stryker inion plate 1.5 STR,UHHS UHC,18542,UHC Suburb Surg Ct,Tech,583.00
Stryker inion plate 2 10H,UHHS UHC,18543,UHC Suburb Surg Ct,Tech,394.00
Stryker inion plate 2 2H,UHHS UHC,18544,UHC Suburb Surg Ct,Tech,459.00
Stryker inion plate 2 4H,UHHS UHC,18566,UHC Suburb Surg Ct,Tech,335.00
Stryker inion plate 2 6H,UHHS UHC,18546,UHC Suburb Surg Ct,Tech,335.00
Stryker inion plate 2 7H,UHHS UHC,18547,UHC Suburb Surg Ct,Tech,583.00
Stryker inion plate 2 X,UHHS UHC,18549,UHC Suburb Surg Ct,Tech,583.00
Stryker inion plate 2.5 10H,UHHS UHC,18553,UHC Suburb Surg Ct,Tech,408.00
Stryker inion plate 2.5 4H,UHHS UHC,18551,UHC Suburb Surg Ct,Tech,335.00
Stryker inion plate 2.5 6H,UHHS UHC,18552,UHC Suburb Surg Ct,Tech,408.00
Stryker inion plate 2H 8H,UHHS UHC,18548,UHC Suburb Surg Ct,Tech,792.00
Stryker inion screw 1.5  6PK,UHHS UHC,18554,UHC Suburb Surg Ct,Tech,801.00
Stryker inion screw 2 2PK,UHHS UHC,18555,UHC Suburb Surg Ct,Tech,326.00
Stryker inion screw 2 5PK,UHHS UHC,18556,UHC Suburb Surg Ct,Tech,801.00
Stryker inion screw 2 6PK,UHHS UHC,18559,UHC Suburb Surg Ct,Tech,801.00
Stryker inion screw 2.5 6PK,UHHS UHC,18557,UHC Suburb Surg Ct,Tech,801.00
Stryker inion screw SCR1208/9,UHHS UHC,18558,UHC Suburb Surg Ct,Tech,161.00
Stryker inion screw SCR1212/6,UHHS UHC,18560,UHC Suburb Surg Ct,Tech,223.00
Stryker inion screw SCR1226/9,UHHS UHC,18561,UHC Suburb Surg Ct,Tech,161.00
Stryker inion screw SCR1230,UHHS UHC,18562,UHC Suburb Surg Ct,Tech,161.00
Stryker inion screw SCR1239,UHHS UHC,18563,UHC Suburb Surg Ct,Tech,223.00
Stryker inion screw SCR1240/3,UHHS UHC,18564,UHC Suburb Surg Ct,Tech,161.00
Stryker inion screw SCR1241/2,UHHS UHC,18565,UHC Suburb Surg Ct,Tech,223.00
Stryker Injectable Cement 397003,UHHS UHC,39157,UHC Suburb Surg Ct,Tech,"3,773.00"
Stryker Inserter Sleeve 1806140xS,UHHS UHC,41679,UHC Suburb Surg Ct,Tech,502.00
Stryker Interpulse Handpiece 021011000,UHHS UHC,40751,UHC Suburb Surg Ct,Tech,77.00
Stryker Interpulse Tip Femoral Canal 0210008000,UHHS UHC,41165,UHC Suburb Surg Ct,Tech,23.00
Stryker Interpulse Tip High Flow 0210014000,UHHS UHC,41164,UHC Suburb Surg Ct,Tech,27.00
Stryker irrg system,UHHS UHC,26836,UHC Suburb Surg Ct,Tech,227.00
Stryker Irrigation Pump Set 350202000,UHHS UHC,54007,UHC Suburb Surg Ct,Tech,173.00
Stryker Irrigiation Hi Flow w/Hand Piece 0210114000,UHHS UHC,35459,UHC Suburb Surg Ct,Tech,100.00
Stryker K Wire 18060050S,UHHS UHC,31155,UHC Suburb Surg Ct,Tech,457.00
Stryker K Wire 3.2x450 12106450S,UHHS UHC,15315,UHC Suburb Surg Ct,Tech,279.00
Stryker K Wire Recon 3.2 18063031S,UHHS UHC,40763,UHC Suburb Surg Ct,Tech,477.00
Stryker KWire 03.2x450 1216451S,UHHS UHC,61130,UHC Suburb Surg Ct,Tech,502.00
Stryker KWire 1.6x20 FT 4580100,UHHS UHC,40382,UHC Suburb Surg Ct,Tech,147.00
Stryker Kwire Mini NT KN1115,UHHS UHC,61559,UHC Suburb Surg Ct,Tech,105.00
Stryker Kwire w/Trocar Tip 1.6 AGK16100,UHHS UHC,53936,UHC Suburb Surg Ct,Tech,111.00
Stryker L Plate Profyle 90 deg 5710120/21/40,UHHS UHC,42677,UHC Suburb Surg Ct,Tech,844.00
Stryker Lengthener 49603000,UHHS UHC,37238,UHC Suburb Surg Ct,Tech,"10,206.00"
Stryker Lengthener 49603030,UHHS UHC,37240,UHC Suburb Surg Ct,Tech,563.00
Stryker Liner 626004xx,UHHS UHC,38549,UHC Suburb Surg Ct,Tech,"4,039.00"
Stryker Liner Trident 6230028D I6231028DI,UHHS UHC,15370,UHC Suburb Surg Ct,Tech,"3,798.00"
Stryker Mesh 1.7 90X90,UHHS UHC,21473,UHC Suburb Surg Ct,Tech,"3,733.00"
Stryker Mesh 7005345,UHHS UHC,32491,UHC Suburb Surg Ct,Tech,"2,075.00"
Stryker Mesh Micro 54002x2,UHHS UHC,32509,UHC Suburb Surg Ct,Tech,"1,392.00"
Stryker mix bowl kit,UHHS UHC,14794,UHC Suburb Surg Ct,Tech,321.00
Stryker mix evac II kit,UHHS UHC,14793,UHC Suburb Surg Ct,Tech,132.00
Stryker Nail 10.0 GAM 3S 3x250xx0S,UHHS UHC,41223,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Femue 12.0 182812xxS,UHHS UHC,41019,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 10.0 182810xxS,UHHS UHC,41017,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 11 1825113xS,UHHS UHC,42741,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 11.0 182811xxS,UHHS UHC,41018,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 13 18251332S,UHHS UHC,42742,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 13.0 182813xxS,UHHS UHC,41020,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 14 18251140S,UHHS UHC,42743,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 14 18251444S,UHHS UHC,42744,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 14.0 182814xxS,UHHS UHC,41021,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 15 18251536S,UHHS UHC,42745,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 15.0 182815xxS,UHHS UHC,41022,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 8.0 182808xxS,UHHS UHC,41015,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker Nail Femur 9 1825093xS,UHHS UHC,42740,UHC Suburb Surg Ct,Tech,"5,200.00"
Stryker Nail Femur 9.0 182809xxS,UHHS UHC,41016,UHC Suburb Surg Ct,Tech,"5,909.00"
Stryker nail GAM3 31XX1180S,UHHS UHC,17595,UHC Suburb Surg Ct,Tech,"4,653.00"
Stryker Nail Gam3 32253xx0S,UHHS UHC,37137,UHC Suburb Surg Ct,Tech,"7,214.00"
Stryker Nail Gam3 33253xx0S,UHHS UHC,37730,UHC Suburb Surg Ct,Tech,"7,214.00"
Stryker nail GAM3 long 322003xxS,UHHS UHC,17596,UHC Suburb Surg Ct,Tech,"7,232.00"
Stryker nail GAM3 long 322503xxS,UHHS UHC,17597,UHC Suburb Surg Ct,Tech,"7,232.00"
Stryker Nail GAM3 Long 323003xxS,UHHS UHC,17605,UHC Suburb Surg Ct,Tech,"7,232.00"
Stryker nail GAM3 long 33200300S,UHHS UHC,17606,UHC Suburb Surg Ct,Tech,"7,232.00"
Stryker nail GAM3 long 332503xxS,UHHS UHC,17607,UHC Suburb Surg Ct,Tech,"7,232.00"
Stryker nail GAM3 long 333003xxS,UHHS UHC,17608,UHC Suburb Surg Ct,Tech,"7,695.00"
Stryker Nail Gamma Long 35251400S,UHHS UHC,62431,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt  353013x0S,UHHS UHC,61892,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt  353014x0S,UHHS UHC,61893,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt 352533x0S,UHHS UHC,61890,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt 352534x0S,UHHS UHC,61891,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt 353033x0S,UHHS UHC,61894,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Lt 353034x0S,UHHS UHC,61895,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 342533x0S,UHHS UHC,61884,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 342534x0S,UHHS UHC,61885,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 343013x0S,UHHS UHC,61886,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 343014x0S,UHHS UHC,61887,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 343033x0S,UHHS UHC,61888,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker Nail Gamma Long Rt 343034x0S,UHHS UHC,61889,UHC Suburb Surg Ct,Tech,"7,911.00"
Stryker nail gamma RT/LT long 3370XXXX,UHHS UHC,19638,UHC Suburb Surg Ct,Tech,"5,568.00"
Stryker Nail Humerus 7 183007xxS,UHHS UHC,41639,UHC Suburb Surg Ct,Tech,"5,177.00"
Stryker Nail Humerus 8 183008xxS,UHHS UHC,41640,UHC Suburb Surg Ct,Tech,"5,177.00"
Stryker Nail Humerus 9 183009xxS,UHHS UHC,41641,UHC Suburb Surg Ct,Tech,"5,177.00"
Stryker Nail Prox Hum L/R 183210x5S,UHHS UHC,42733,UHC Suburb Surg Ct,Tech,"9,696.00"
Stryker Nail Prox Hum T2 1832282xS,UHHS UHC,42717,UHC Suburb Surg Ct,Tech,"6,296.00"
Stryker Nail Recon 11 184x11xxS,UHHS UHC,40741,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 11 Left 184311xxS,UHHS UHC,42722,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 11 Right 184511xxS,UHHS UHC,42723,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 13 184x13xxS,UHHS UHC,40742,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 13 Left 184313xxS,UHHS UHC,42724,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 13 Right 184513xxS,UHHS UHC,42725,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 15 Left 1843153xS,UHHS UHC,42726,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 15 Right 184515xxS,UHHS UHC,42727,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 9 184x09xxS,UHHS UHC,40740,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 9 Left 184309xxS,UHHS UHC,42720,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Recon 9 Right 184509xxS,UHHS UHC,42721,UHC Suburb Surg Ct,Tech,"7,045.00"
Stryker Nail Supracondylar 10 182610xxS,UHHS UHC,41631,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail Supracondylar 11 182611xxS,UHHS UHC,41632,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail Supracondylar 12 182612xxS,UHHS UHC,41633,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail Supracondylar 13 182613xxS,UHHS UHC,41634,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail Supracondylar 14 182614xxS,UHHS UHC,41635,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail Supracondylar 9 182609xxS,UHHS UHC,41630,UHC Suburb Surg Ct,Tech,"6,809.00"
Stryker Nail T2 Prox Hum 183238xxS,UHHS UHC,42718,UHC Suburb Surg Ct,Tech,"6,296.00"
Stryker Nail Tibia 10 182210xxS,UHHS UHC,41623,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 11 182211xxS,UHHS UHC,41624,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 12 182212xxS,UHHS UHC,41625,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 13 182213xxS,UHHS UHC,41626,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 14 182214xxS,UHHS UHC,41627,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 15 182215xxS,UHHS UHC,41628,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 8 182208xxS,UHHS UHC,41621,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nail Tibia 9 182209xxS,UHHS UHC,41622,UHC Suburb Surg Ct,Tech,"5,135.00"
Stryker Nasopore 8cm 5400020008,UHHS UHC,34235,UHC Suburb Surg Ct,Tech,404.00
Stryker needle microdissct 3cm N103A,UHHS UHC,17658,UHC Suburb Surg Ct,Tech,126.00
Stryker needle microdissct 4cm N104A,UHHS UHC,17659,UHC Suburb Surg Ct,Tech,132.00
Stryker neuro clip,UHHS UHC,26840,UHC Suburb Surg Ct,Tech,181.00
Stryker Neuro Nerve Cuff CNCx025,UHHS UHC,33456,UHC Suburb Surg Ct,Tech,"4,227.00"
Stryker Neuro Plate/Mesh Dynamic 5690312,UHHS UHC,18258,UHC Suburb Surg Ct,Tech,"3,328.00"
Stryker Neuro Plate/Mesh Dynamic 5690314,UHHS UHC,18259,UHC Suburb Surg Ct,Tech,"3,733.00"
Stryker Neuro Plate/Mesh Dynamic 5690316,UHHS UHC,14146,UHC Suburb Surg Ct,Tech,"6,693.00"
Stryker Neuro Plate/Mesh Dynamic 5690618,UHHS UHC,21637,UHC Suburb Surg Ct,Tech,"19,107.00"
Stryker Nozzle,UHHS UHC,27154,UHC Suburb Surg Ct,Tech,50.00
Stryker Overdrill AO 122mm 703695,UHHS UHC,61095,UHC Suburb Surg Ct,Tech,578.00
Stryker Patella Asymmetric 5551Gxxx,UHHS UHC,34594,UHC Suburb Surg Ct,Tech,789.00
Stryker Patella Symm Triath 555xLxxx,UHHS UHC,21445,UHC Suburb Surg Ct,Tech,534.00
Stryker Peek Custom Implant 7810030,UHHS UHC,41566,UHC Suburb Surg Ct,Tech,"42,790.00"
Stryker Peek Custom Implant 7810040,UHHS UHC,41567,UHC Suburb Surg Ct,Tech,"51,092.00"
Stryker Peek Zip 5.5mm 391020035,UHHS UHC,40946,UHC Suburb Surg Ct,Tech,642.00
Stryker Peg Fixation Fem Dist 5575X000,UHHS UHC,40929,UHC Suburb Surg Ct,Tech,"1,372.00"
Stryker Peg Locking T7 532062xE,UHHS UHC,42663,UHC Suburb Surg Ct,Tech,394.00
Stryker Peripheral Screw Drill Bit 59011126,UHHS UHC,61118,UHC Suburb Surg Ct,Tech,210.00
Stryker Photon Blade w/AdaptiveSmoke Evacuation PB2SE,UHHS UHC,63109,UHC Suburb Surg Ct,Tech,975.00
Stryker Pin 5.0 50185150,UHHS UHC,41270,UHC Suburb Surg Ct,Tech,419.00
Stryker Pin Adapter 49331020,UHHS UHC,41682,UHC Suburb Surg Ct,Tech,"1,013.00"
Stryker Pin Adapter 49331021,UHHS UHC,41683,UHC Suburb Surg Ct,Tech,"1,035.00"
Stryker Pin Bone 3.2 6232440,UHHS UHC,42735,UHC Suburb Surg Ct,Tech,"1,094.00"
Stryker Pin Canc 5.0 50157250,UHHS UHC,41273,UHC Suburb Surg Ct,Tech,484.00
Stryker Pin Clamp 49212060,UHHS UHC,41314,UHC Suburb Surg Ct,Tech,"2,711.00"
Stryker Pin Clamp 49222020,UHHS UHC,41307,UHC Suburb Surg Ct,Tech,"2,113.00"
Stryker Pin Clamp w/1 Post 492223x0,UHHS UHC,41310,UHC Suburb Surg Ct,Tech,"2,286.00"
Stryker Pin Clamp w/2 Post 492222x0,UHHS UHC,41312,UHC Suburb Surg Ct,Tech,"2,336.00"
Stryker Pin Half 5.0 50185xx0,UHHS UHC,41274,UHC Suburb Surg Ct,Tech,484.00
Stryker Pin Half 5.0 50186150,UHHS UHC,41275,UHC Suburb Surg Ct,Tech,484.00
Stryker Pin Half 5.0 50186180,UHHS UHC,41271,UHC Suburb Surg Ct,Tech,419.00
Stryker Pin Half 5.0 50186200,UHHS UHC,41272,UHC Suburb Surg Ct,Tech,419.00
Stryker Pin Half 5.0 50187250,UHHS UHC,41276,UHC Suburb Surg Ct,Tech,484.00
Stryker Pin Half 5.0 50188180,UHHS UHC,41277,UHC Suburb Surg Ct,Tech,484.00
Stryker Pin Steinmann 2.5 4580300,UHHS UHC,42737,UHC Suburb Surg Ct,Tech,116.00
Stryker Pin Temp Fixation 48770410,UHHS UHC,34646,UHC Suburb Surg Ct,Tech,466.00
Stryker Pin Transfix 50504300,UHHS UHC,42746,UHC Suburb Surg Ct,Tech,450.00
Stryker Pin Transfix 50505300,UHHS UHC,42670,UHC Suburb Surg Ct,Tech,509.00
Stryker Pin Versitomic 234108200,UHHS UHC,40939,UHC Suburb Surg Ct,Tech,"1,050.00"
Stryker Plate <= 6h 57103xx,UHHS UHC,37288,UHC Suburb Surg Ct,Tech,"1,125.00"
Stryker Plate <= 6H 57153xx,UHHS UHC,37376,UHC Suburb Surg Ct,Tech,"1,125.00"
Stryker Plate >= 7H 57103xx,UHHS UHC,37289,UHC Suburb Surg Ct,Tech,"1,519.00"
Stryker Plate >=7H 57153xx,UHHS UHC,37290,UHC Suburb Surg Ct,Tech,"1,519.00"
Stryker Plate 1 Level 488111xx,UHHS UHC,34648,UHC Suburb Surg Ct,Tech,"2,100.00"
Stryker Plate 1 Level 488112xx,UHHS UHC,34649,UHC Suburb Surg Ct,Tech,"2,400.00"
Stryker plate 1.2 5506208,UHHS UHC,18209,UHC Suburb Surg Ct,Tech,556.00
Stryker plate 10 5506237,UHHS UHC,18210,UHC Suburb Surg Ct,Tech,"3,216.00"
Stryker plate 14 9254170,UHHS UHC,18211,UHC Suburb Surg Ct,Tech,599.00
Stryker plate 2 5506231,UHHS UHC,18212,UHC Suburb Surg Ct,Tech,541.00
Stryker plate 2 550631X,UHHS UHC,18213,UHC Suburb Surg Ct,Tech,569.00
Stryker plate 2 550632X,UHHS UHC,18214,UHC Suburb Surg Ct,Tech,633.00
Stryker plate 2 5506731,UHHS UHC,18215,UHC Suburb Surg Ct,Tech,584.00
Stryker plate 2 5506733,UHHS UHC,18216,UHC Suburb Surg Ct,Tech,"1,052.00"
Stryker plate 2 5506734,UHHS UHC,18217,UHC Suburb Surg Ct,Tech,"1,978.00"
Stryker Plate 2.3 5115006,UHHS UHC,39146,UHC Suburb Surg Ct,Tech,"1,033.00"
Stryker plate 3 5510532,UHHS UHC,18218,UHC Suburb Surg Ct,Tech,822.00
