Wayne HealthCare,,,,
835 Sweitzer Street,,,,
"Greenville, OH 45331",,,,
,,,,
Effective 01/01/2022,,,,
,,,,
2022 STANDARD CHARGES,,,,
,,,,
"CHARGE
NUMBER",DESCRIPTION,"CPT/HCPC/
DRG CODE",2022,DEPARTMENT
4004504,PLATE 3.5MM LCP RECONSTRUCTION 10H 140MM,C1713,$979.00 ,SUPPLIES
4004506,PLATE 3.5MM LCP RECONSTRUCTION 12H 168MM,C1713,$878.00 ,SUPPLIES
4004496,PLATE 3.5MM LCP RECONSTRUCTION 5H 70MM,C1713,$704.00 ,SUPPLIES
4004498,PLATE 3.5MM LCP RECONSTRUCTION 6H 84MM,C1713,$878.00 ,SUPPLIES
4004500,PLATE 3.5MM LCP RECONSTRUCTION 7H 98MM,C1713,$961.00 ,SUPPLIES
4004502,PLATE 3.5MM LCP RECONSTRUCTION 8H 112MM,C1713,$943.00 ,SUPPLIES
4004595,PLATE 3.5MM PROX HUMERUS 3H 90MM STD,C1713,"$2,290.00 ",SUPPLIES
4006012,PLATE 3.5MM PROX HUMERUS 5H 114MM STD,C1713,"$2,607.00 ",SUPPLIES
4004512,PLATE 4.5 135MM  8H(DCP BROAD)226.08 SYN,C1713,$529.00 ,SUPPLIES
4004530,PLATE 4.5 135MM 8H(DCP NARROW)224.08 SYN,C1713,$363.00 ,SUPPLIES
4004514,PLATE 4.5 151MM  9H(DCP BROAD)226.09 SYN,C1713,$529.00 ,SUPPLIES
4004532,PLATE 4.5 151MM 9H(DCP NARROW)224.09 SYN,C1713,$363.00 ,SUPPLIES
4004516,PLATE 4.5 167MM 10H(DCP BROAD),C1713,$529.00 ,SUPPLIES
4004534,PLATE 4.5 167MM 10H(DCP NARROW)224.10SYN,C1713,$484.00 ,SUPPLIES
4004518,PLATE 4.5 199MM 12H(DCP BROAD)226.12 SYN,C1713,$561.00 ,SUPPLIES
4004536,PLATE 4.5 199MM 12H(DCP NARROW)224.12SYN,C1713,$484.00 ,SUPPLIES
4004520,PLATE 4.5 231MM 14H(DCP BROAD)226.14 SYN,C1713,$561.00 ,SUPPLIES
4005396,PLATE 4.5 278MM 12H,C1713,"$2,579.00 ",SUPPLIES
4005416,PLATE 4.5 278MM 12H,C1713,"$2,470.00 ",SUPPLIES
4001738,PLATE 4.5 314MM 14H,C1713,"$2,497.00 ",SUPPLIES
4006591,PLATE 4.5MM BROAD LCP 170MM 9H,C1713,$934.00 ,SUPPLIES
4001384,PLATE 4.5MM BROAD LCP 188MM 10H,C1713,$934.00 ,SUPPLIES
4001386,PLATE 4.5MM BROAD LCP 206MM 11H,C1713,$934.00 ,SUPPLIES
4001388,PLATE 4.5MM BROAD LCP 224MM 12H,C1713,$934.00 ,SUPPLIES
4006156,PLATE 4.5MM CURVED BROAD LCP 265MM 14H,C1713,"$1,181.00 ",SUPPLIES
4002230,PLATE 4.5MM LCP CONDYLAR 10HOLE LT 242MM,C1713,"$2,497.00 ",SUPPLIES
4001734,PLATE 4.5MM LCP CONDYLAR 12HOLE LT 278MM,C1713,"$2,497.00 ",SUPPLIES
4001732,PLATE 4.5MM LCP CONDYLAR 12HOLE RT 278MM,C1713,"$2,497.00 ",SUPPLIES
4002266,PLATE 4.5MM LCP CONDYLAR 14HOLE LT 314MM,C1713,"$2,497.00 ",SUPPLIES
4001736,PLATE 4.5MM LCP CONDYLAR 14HOLE RT 314MM,C1713,"$2,497.00 ",SUPPLIES
4001742,PLATE 4.5MM LCP CONDYLAR 16HOLE LT 350MM,C1713,"$2,497.00 ",SUPPLIES
4001740,PLATE 4.5MM LCP CONDYLAR 16HOLE RT 350MM,C1713,"$2,497.00 ",SUPPLIES
4006560,PLATE 4.5MM LCP CONDYLAR 6 HOLE RT 170MM,C1713,"$2,551.00 ",SUPPLIES
4006870,PLATE 4.5MM LCP CONDYLAR 6HOLE LT 170MM,C1713,"$2,388.00 ",SUPPLIES
4002228,PLATE 4.5MM LCP CONDYLAR 8HOLE LT 206MM,C1713,"$2,414.00 ",SUPPLIES
4002226,PLATE 4.5MM LCP CONDYLAR 8HOLE RT 206MM,C1713,"$2,689.00 ",SUPPLIES
4001462,PLATE 4.5MM LCP PROX TIBIA 10HOLE LT,C1713,"$2,622.00 ",SUPPLIES
4001456,PLATE 4.5MM LCP PROX TIBIA 10HOLE RT,C1713,"$2,622.00 ",SUPPLIES
4002404,PLATE 4.5MM LCP PROX TIBIA 12HOLE LT,C1713,"$2,622.00 ",SUPPLIES
4001464,PLATE 4.5MM LCP PROX TIBIA 14HOLE LT,C1713,"$2,622.00 ",SUPPLIES
4005408,PLATE 4.5MM LCP PROX TIBIA 4HOLE LT,C1713,"$2,085.00 ",SUPPLIES
4002436,PLATE 4.5MM LCP PROX TIBIA 4HOLE RT,C1713,"$2,195.00 ",SUPPLIES
4001448,PLATE 4.5MM LCP PROX TIBIA 6HOLE LT,C1713,"$2,085.00 ",SUPPLIES
4001442,PLATE 4.5MM LCP PROX TIBIA 6HOLE RT,C1713,"$2,085.00 ",SUPPLIES
4001460,PLATE 4.5MM LCP PROX TIBIA 8HOLE LT,C1713,"$2,622.00 ",SUPPLIES
4001454,PLATE 4.5MM LCP PROX TIBIA 8HOLE RT,C1713,"$2,497.00 ",SUPPLIES
4001362,PLATE 4.5MM NARROW LCP 116MM  6H,C1713,$825.00 ,SUPPLIES
4002245,PLATE 4.5MM NARROW LCP 134MM  7H,C1713,$825.00 ,SUPPLIES
4001368,PLATE 4.5MM NARROW LCP 152MM  8H,C1713,"$1,327.00 ",SUPPLIES
4002246,PLATE 4.5MM NARROW LCP 188MM 10H,C1713,"$1,508.00 ",SUPPLIES
4001376,PLATE 4.5MM NARROW LCP 206MM 11H,C1713,$988.00 ,SUPPLIES
4001378,PLATE 4.5MM NARROW LCP 224MM 12H,C1713,"$1,746.00 ",SUPPLIES
4004538,PLATE 95 DEG 114MM  6H(DCS),C1713,"$1,647.00 ",SUPPLIES
4004540,PLATE 95 DEG 146MM  8H(DCS)281.980   SYN,C1713,"$1,647.00 ",SUPPLIES
4004542,PLATE 95 DEG 178MM 10H(DCS)281.900   SYN,C1713,"$1,647.00 ",SUPPLIES
4004544,PLATE 95 DEG 210MM 12H(DCS)281.925   SYN,C1713,"$1,621.00 ",SUPPLIES
4004546,PLATE 95 DEG 242MM 14H(DCS)281.930   SYN,C1713,"$1,621.00 ",SUPPLIES
4004548,PLATE 95 DEG 274MM 16H(DCS)281.940   SYN,C1713,"$1,729.00 ",SUPPLIES
3517395,PLATE ANT LAT TT FUSION SM RT,C1713,"$4,756.00 ",SUPPLIES
3516415,PLATE ANTERIOR ANKLE FUSION 3.5 RT 3 HOL,C1713,"$2,264.00 ",SUPPLIES
3516565,PLATE ANTERIOR TT STANDARD FLAT RIGHT,C1713,"$3,249.00 ",SUPPLIES
3517880,PLATE ANTLAT TI VAL CALC LG 56 LT-S,C1713,"$2,920.00 ",SUPPLIES
3516845,PLATE BOW 0MM,C1713,"$2,744.00 ",SUPPLIES
3516465,PLATE CLAVICLE 2.7/3.5MM 9H TI VA LCP AN,C1713,"$1,838.00 ",SUPPLIES
3516685,PLATE CLAW II TACK,C1713,$482.00 ,SUPPLIES
4007588,PLATE CLOVERLEAF TI 3H,C1713,$320.00 ,SUPPLIES
4007596,PLATE CLOVERLEAF TI 4H,C1713,$342.00 ,SUPPLIES
3517530,PLATE DOGBONE COMPRESSION 25MM,C1713,"$2,932.00 ",SUPPLIES
3515710,PLATE DOGBONE COMPRESSION 30MM,C1713,"$2,003.00 ",SUPPLIES
3500895,PLATE DOGBONE SLANTED MEDIUM,C1713,"$2,932.00 ",SUPPLIES
3516985,PLATE EVOS 2.7/3.5 L-D FIBULA 5H L 81MM,C1713,"$1,519.00 ",SUPPLIES
3516940,PLATE EVOS 2.7/3.5 L-D FIBULA 7H R 103MM,C1713,"$1,625.00 ",SUPPLIES
3517100,PLATE GRIP DALL MMILES 100MM 2.0MM X 2CA,C1713,"$1,652.00 ",SUPPLIES
3500950,PLATE GRIP DALL MMILES 150MM 2.0MM X 2CA,C1713,"$3,265.00 ",SUPPLIES
3515645,PLATE IMPL SYS DUAL TR SYNDESMOSIS 2H,C1713,"$3,374.00 ",SUPPLIES
4004616,PLATE L 2.0MM OBLIQUE LT,C1713,$143.00 ,SUPPLIES
4004618,PLATE L 2.0MM OBLIQUE RT,C1713,$143.00 ,SUPPLIES
4006132,PLATE L 2.4MM LCP 2H HEAD +90 4H SHAFT,C1713,$906.00 ,SUPPLIES
4001534,PLATE L 2.4MM LCP 2H HEAD -90 3H SHAFT,C1713,$851.00 ,SUPPLIES
4001569,PLATE L 2.4MM LCP 2H HEAD -90 4H SHAFT,C1713,$887.00 ,SUPPLIES
4006000,PLATE L 2.4MM LCP 3H HEAD +20DEG 3H SHAF,C1713,$725.00 ,SUPPLIES
4006822,PLATE L 2.4MM LCP 3H HEAD +20DEG 4H SHAF,C1713,$932.00 ,SUPPLIES
4002504,PLATE L 2.4MM LCP 3H HEAD +90 3H SHAFT,C1713,$923.00 ,SUPPLIES
4001760,PLATE L 2.4MM LCP 3H HEAD +90 4H SHAFT,C1713,$923.00 ,SUPPLIES
4002511,PLATE L 2.4MM LCP 3H HEAD -20DEG 3H SHAF,C1713,$923.00 ,SUPPLIES
4004251,PLATE L 2.4MM LCP 3H HEAD -20DEG 4H SHAF,C1713,$887.00 ,SUPPLIES
4001764,PLATE L 2.4MM LCP 3H HEAD -90DEG 3H SHAF,C1713,$923.00 ,SUPPLIES
4002507,PLATE L 2.4MM LCP 3H HEAD -90DEG 4H SHAF,C1713,$851.00 ,SUPPLIES
4004620,PLATE L 2.7MM OBLIQUE LT,C1713,$188.00 ,SUPPLIES
4004624,PLATE L 2.7MM OBLIQUE RT,C1713,$143.00 ,SUPPLIES
4004400,PLATE L BUTT  86MM 4H(LT TIB)240.54  SYN,C1713,$659.00 ,SUPPLIES
4004404,PLATE L BUTT  86MM 4H(RT TIB)240.44  SYN,C1713,$659.00 ,SUPPLIES
3517870,PLATE LAT DIST FIB PLATE 4 HOLE RT,C1713,"$2,410.00 ",SUPPLIES
3517440,PLATE LAT DIST FIB PLATE 5 HOLE RT,C1713,"$2,536.00 ",SUPPLIES
3502170,PLATE LCP ONE THIRD TUBULAR 7 H,C1713,$508.00 ,SUPPLIES
3515825,PLATE LISFRANC OBLIQUE L 4H RIGHT,C1713,"$2,003.00 ",SUPPLIES
3517495,PLATE MAXFORCE MTP PETITE 0-0 RIGHT,C1713,"$4,190.00 ",SUPPLIES
3517310,PLATE MAXFORCE MTP PLATE STD 5-5 RT,C1713,"$2,676.00 ",SUPPLIES
3501515,PLATE MAXFORCE MTP STD 0-0 RIGHT,C1713,"$4,190.00 ",SUPPLIES
3517260,PLATE MEDIAL COLUMN FUSION SM,C1713,"$3,729.00 ",SUPPLIES
3517925,PLATE MIDFOOT FUSION U  SM RT,C1713,"$5,557.00 ",SUPPLIES
3501665,PLATE MTP FUSION MEDIUM 10DG RT,C1713,"$4,839.00 ",SUPPLIES
3000032,PLATE NARROW 4.5 LCP 16 HOLE,C1713,"$1,413.00 ",SUPPLIES
3000031,PLATE NARROW 4.5MM LCP 14 HOLES,C1713,"$1,200.00 ",SUPPLIES
4007497,PLATE ONE THIRD TUBUALR TI W COLLAR 4H,C1713,$209.00 ,SUPPLIES
4007505,PLATE ONE THIRD TUBUALR TI W COLLAR 5H,C1713,$209.00 ,SUPPLIES
4007489,PLATE ONE THIRD TUBULAR TI  W COLLAR 3H,C1713,$166.00 ,SUPPLIES
4007547,PLATE ONE THIRD TUBULAR TI W COLLAR 10H,C1713,$221.00 ,SUPPLIES
4007471,PLATE ONE THIRD TUBULAR TI W COLLAR 2H,C1713,$166.00 ,SUPPLIES
4007513,PLATE ONE THIRD TUBULAR TI W COLLAR 6H,C1713,$216.00 ,SUPPLIES
4007521,PLATE ONE THIRD TUBULAR TI W COLLAR 7H,C1713,$216.00 ,SUPPLIES
4007539,PLATE ONE THIRD TUBULAR TI W COLLAR 8H,C1713,$221.00 ,SUPPLIES
3517750,PLATE PATELLA 2.7MM LOCKING ANT SMALL,C1713,"$5,865.00 ",SUPPLIES
3517450,PLATE POST/LAT DISTAL FIB 2.7/3.5MM 7H L,C1713,"$2,108.00 ",SUPPLIES
3516860,PLATE PROTEAN FRAGMENT DISTAL ULNA,C1713,"$1,226.00 ",SUPPLIES
4004438,PLATE QUARTER TUBUALR W COLLAR 4HOLE,C1713,$216.00 ,SUPPLIES
4004434,PLATE QUARTER TUBULAR W COLLAR 3HOLE,C1713,$177.00 ,SUPPLIES
4004440,PLATE QUARTER TUBULAR W COLLAR 5HOLE,C1713,$227.00 ,SUPPLIES
4004442,PLATE QUARTER TUBULAR W COLLAR 6HOLE,C1713,$216.00 ,SUPPLIES
4004446,PLATE QUARTER TUBULAR W COLLAR 7HOLE,C1713,$172.00 ,SUPPLIES
4004448,PLATE QUARTER TUBULAR W COLLAR 8HOLE,C1713,$180.00 ,SUPPLIES
4007190,PLATE SEMI TUBE 119MM 7H       422.07SYN,C1713,$221.00 ,SUPPLIES
4002460,PLATE STRAIGHT 1.5MM 6HOLE,C1713,$473.00 ,SUPPLIES
4004632,PLATE T  84MM 4H 240.14              SYN,C1713,$505.00 ,SUPPLIES
4004634,PLATE T 116MM 6H 240.16              SYN,C1713,$583.00 ,SUPPLIES
4004636,PLATE T 148MM 8H 240.18              SYN,C1713,$802.00 ,SUPPLIES
4004626,PLATE T 2.0MM 2HOLE,C1713,$143.00 ,SUPPLIES
4002477,PLATE T 2.4MM LCP DISTAL 40MM 3H SHAFT,C1713,$956.00 ,SUPPLIES
4002424,PLATE T 2.4MM LCP DISTAL 49MM 4H SHAFT,C1713,$908.00 ,SUPPLIES
4004628,PLATE T 2.7MM 3HOLE,C1713,$143.00 ,SUPPLIES
4004570,PLATE T 3.5MM LCP 3H HEAD 3H SHAFT 50MM,C1713,$505.00 ,SUPPLIES
4004584,PLATE T 3.5MM LCP 3H HEAD 5H SHAFT 67MM,C1713,$583.00 ,SUPPLIES
4004594,PLATE T 3.5MM LCP 3H HEAD 7H SHAFT 87MM,C1713,$847.00 ,SUPPLIES
4004578,PLATE T 3.5MM LCP 4H HEAD 4H SHAFT 56MM,C1713,$529.00 ,SUPPLIES
4004590,PLATE T 3.5MM LCP 4H HEAD 6H SHAFT 78MM,C1713,$682.00 ,SUPPLIES
4004572,PLATE T 3.5MM LT OBLIQUE 3H HEAD 3H SHAF,C1713,$572.00 ,SUPPLIES
4004580,PLATE T 3.5MM LT OBLIQUE 3H HEAD 4H SHAF,C1713,$604.00 ,SUPPLIES
4004586,PLATE T 3.5MM LT OBLIQUE 3H HEAD 5H SHAF,C1713,$725.00 ,SUPPLIES
4004596,PLATE T 3.5MM LT OBLIQUE 3H HEAD 7H SHAF,C1713,$901.00 ,SUPPLIES
4007554,PLATE T 3.5MM OBLIQUE 3H 3HOLE SHAFT,C1713,$550.00 ,SUPPLIES
4007562,PLATE T 3.5MM OBLIQUE 3H 4HOLE SHAFT,C1713,$505.00 ,SUPPLIES
4007570,PLATE T 3.5MM OBLIQUE 3H 5HOLE SHAFT,C1713,$539.00 ,SUPPLIES
4004406,PLATE T 3.5MM RIGHT ANGLE 3H 3HOLE SHAFT,C1713,$330.00 ,SUPPLIES
4004408,PLATE T 3.5MM RIGHT ANGLE 3H 5HOLE SHAFT,C1713,$375.00 ,SUPPLIES
4004574,PLATE T 3.5MM RT OBLIQUE 3H HEAD 3H SHAF,C1713,$757.00 ,SUPPLIES
4004582,PLATE T 3.5MM RT OBLIQUE 3H HEAD 4H SHAF,C1713,$604.00 ,SUPPLIES
4004588,PLATE T 3.5MM RT OBLIQUE 3H HEAD 5H SHAF,C1713,$627.00 ,SUPPLIES
4004600,PLATE T 3.5MM RT OBLIQUE 3H HEAD 7H SHAF,C1713,$682.00 ,SUPPLIES
4004410,PLATE T BUTT 80MM 4H,C1713,$671.00 ,SUPPLIES
3515830,PLATE T COMPRESSION 3 HOLE,C1713,"$2,003.00 ",SUPPLIES
3517155,PLATE TEDDY BEAR MEDIUM,C1713,"$1,944.00 ",SUPPLIES
3517535,PLATE TEDDY BEAR SMALL,C1713,"$2,940.00 ",SUPPLIES
3515545,PLATE TI LCP DISTAL FEMUR 13H LEFT,C1713,"$5,404.00 ",SUPPLIES
3516295,PLATE TI LCP DISTAL FEMUR 9HOLE LEFT,C1713,"$2,930.00 ",SUPPLIES
3517065,PLATE TI LCP METAPHYSEAL 4.5/3.5MM 12 HO,C1713,"$1,652.00 ",SUPPLIES
3500920,PLATE TI VA LAT DIST FIB 4 HOLE RT,C1713,"$2,410.00 ",SUPPLIES
3500665,PLATE TRANS-MET LAPIDUS LEFT,C1713,"$6,485.00 ",SUPPLIES
3517780,PLATE TRANS-MET LAPIDUS RIGHT,C1713,"$6,485.00 ",SUPPLIES
3516715,PLATE UNIVERSAL ANT TT FUSION,C1713,"$4,660.00 ",SUPPLIES
3516150,PLATE VA LCP CLOVERLEAF 2.4/2.7MM STND,C1713,"$1,731.00 ",SUPPLIES
4004444,PNEUMOTHORAX SET,,$395.00 ,SUPPLIES
4001402,POLIBAR PLUS EZ DOSE,,$133.00 ,SUPPLIES
4000170,POLIBAR SULFATE 1900ML  L168 PER 1000ML,,$28.00 ,SUPPLIES
4002816,POLYPECTOMY SNARE OVAL,,$205.00 ,SUPPLIES
4000076,POPE EAR WICK,,$14.00 ,SUPPLIES
4006045,PORT POWER TI  8FR GROSHONG,C1788,$851.00 ,SUPPLIES
3000055,PORTAL SKID,A4649,$166.00 ,SUPPLIES
4002409,POSTER LEAF SPRING MED- RT,L1930,$93.00 ,SUPPLIES
4002417,POSTER LEAF SPRING MED-LT,L1930,$89.00 ,SUPPLIES
4000891,POST-OP SHOE LG MEN,L3260,$15.00 ,SUPPLIES
4000909,POST-OP SHOE LG WOMEN,L3260,$15.00 ,SUPPLIES
4000917,POST-OP SHOE MED MEN,L3260,$16.00 ,SUPPLIES
4000925,POST-OP SHOE MED WOMEN,L3260,$15.00 ,SUPPLIES
4000933,POST-OP SHOE SM MEN,L3260,$15.00 ,SUPPLIES
4000941,POST-OP SHOE SM WOMEN,L3260,$15.00 ,SUPPLIES
90506166,POTOCKY NEEDLE,,$58.00 ,SUPPLIES
90506066,"POTOCKY NEEDLE - THREADED HUB, 27GX3-1/2",A4649,$59.00 ,SUPPLIES
4002880,POUCH 28  SMALL,,$15.00 ,SUPPLIES
4003660,POUCH 36  MEDIUM,,$17.00 ,SUPPLIES
4004345,POUCH 43-45  LARGE,,$17.00 ,SUPPLIES
4008011,"POUCH, HIGH OUTPUT - NON-STERILE",,$28.00 ,SUPPLIES
4002100,POWERGLIDE BASIC 20 X 10CM,C1751,$154.00 ,SUPPLIES
4002080,POWERGLIDE BASIC 20 X 8CM,C1751,$154.00 ,SUPPLIES
4002010,POWERGLIDE FULL KIT 20 X 10CM,C1751,$204.00 ,SUPPLIES
4002008,POWERGLIDE FULL KIT 20 X 8CM,C1751,$216.00 ,SUPPLIES
3006625,PRECISION BLADE OSCILLATING 105M STRYKER,,$572.00 ,SUPPLIES
4002171,PREMIUM POWDER,A4371,$9.00 ,SUPPLIES
4001245,PRENATAL CRADLE,,$89.00 ,SUPPLIES
4001246,PRENATAL CRADLE - PETITE,,$89.00 ,SUPPLIES
3008035,PROBE 50 DEGREE ABLATION,A4649,$320.00 ,SUPPLIES
4007153,PROBE CALCUTTRIPT 1.6FR,A4649,$495.00 ,SUPPLIES
5609344,PROBE COVER PULL-UP KIT 5X48 STERILE GEL,,$14.00 ,SUPPLIES
4003285,PROBE STERILE 7.0 FR,A4649,$451.00 ,SUPPLIES
3517470,PRO-DENSE CDK,C1713,"$13,493.00 ",SUPPLIES
3501795,PROFEMUR Z FEMORAL STEM SIZE 3,C1776,"$3,200.00 ",SUPPLIES
6805703,PROG. FINGER EXT SPLINT MED (L3928),,$94.00 ,SUPPLIES
6805702,PROG. FINGER EXT SPLINT SM (L3928),,$94.00 ,SUPPLIES
4006668,PROTACK,A4649,"$1,662.00 ",SUPPLIES
4000324,PROTECTION PACK,,$21.00 ,SUPPLIES
4001013,PTFE PEEL APART 6.5 FRENCH INTRODUCER,A4649,$208.00 ,SUPPLIES
4003355,"PULL-UP, ADULT, LARGE",,$9.00 ,SUPPLIES
4003300,"PULL-UP, ADULT, MEDIUM",,$8.00 ,SUPPLIES
4003325,"PULL-UP, ADULT, SMALL",,$10.00 ,SUPPLIES
4003360,"PULL-UP, ADULT, XLARGE",,$10.00 ,SUPPLIES
93000045,PURE WICK FEMALE EXTERNAL CATHETER LF,,$30.00 ,SUPPLIES
4000202,PURSTRING 65 INSTRUMENT,A4649,$418.00 ,SUPPLIES
3003240,PUSH PULL REDUCTION DEVICE 324.024,,$774.00 ,SUPPLIES
4001130,QUICK CLIP 2,A4649,$204.00 ,SUPPLIES
4000295,QUICK PRESSURE MONITOR SET,,$366.00 ,SUPPLIES
2704023,QUIK A.B.G. ARTERIAL BLOOD SAMPLER,,$7.00 ,SUPPLIES
4406702,QVC KIT,A4649,$333.00 ,SUPPLIES
3502125,R3CON LOCKING PLATE SCREW 4.2X16MM,C1713,$706.00 ,SUPPLIES
3517345,R3CON LOCKING PLATE SCREW 4.2X20,C1713,$706.00 ,SUPPLIES
3517860,R3CON LOCKING PLATE SCREW 4.2X24MM,C1713,$706.00 ,SUPPLIES
3510032,R3CON LOCKING PLATE SCREW 4.2X26,C1713,$706.00 ,SUPPLIES
3517865,R3CON LOCKING PLATE SCREW 4.2X28MM,C1713,$706.00 ,SUPPLIES
3510034,R3CON LOCKING PLATE SCREW 4.2X34,C1713,$480.00 ,SUPPLIES
3510036,R3CON LOCKING PLATE SCREW 4.2X40,C1713,$480.00 ,SUPPLIES
90501010,RADIUS LOOP ELECTRODE - LARGE  1.0,A4649,$72.00 ,SUPPLIES
90502008,RADIUS LOOP ELECTRODE - LARGE - 2.0X0.8,A4649,$72.00 ,SUPPLIES
90502010,RADIUS LOOP ELECTRODE - LARGE - 2.0X1.0,A4649,$72.00 ,SUPPLIES
90502020,RADIUS LOOP ELECTRODE - LARGE - 2.0X2.0,,$72.00 ,SUPPLIES
3517710,RASP DORSAL WINDOW 12MM,A4649,"$1,111.00 ",SUPPLIES
3517715,RASP DORSAL WINDOW 16MM,A4649,"$1,111.00 ",SUPPLIES
3517720,RASP LAG SCREW 12MM,A4649,"$1,111.00 ",SUPPLIES
3517725,RASP LAG SCREW 16MM,A4649,"$1,111.00 ",SUPPLIES
4000945,RAY PAK WHITE TOWEL/RADIOPAQUE,,$27.00 ,SUPPLIES
4000622,READI-CAT 450ML,,$20.00 ,SUPPLIES
2900101,RED DOT TRACE PREP,,$5.00 ,SUPPLIES
4002545,RED DRILL BIT 1.5 X 50MM,A4649,$253.00 ,SUPPLIES
4010657,RED PLATE REGULAR 4H,C1713,$156.00 ,SUPPLIES
4011945,RED PLATE REGULAR 8H,C1713,$138.00 ,SUPPLIES
4011937,RED PLATE STRAIGHT 16H,C1713,$209.00 ,SUPPLIES
4011952,RED SCREW CENT DR 2.0 X 5M,C1713,$145.00 ,SUPPLIES
4010764,RED SCREW CENT DR 2.0 X 7M,C1713,$145.00 ,SUPPLIES
4010798,RED SCREW CENT DR 2.0 X 9M,C1713,$72.00 ,SUPPLIES
4008509,RED SCREW CENT DR 2.3 X 7M,C1713,$72.00 ,SUPPLIES
4010772,RED SCREW CENT DR 2.3 X 7M,C1713,$72.00 ,SUPPLIES
3500825,REDUCT DRIVER 2.5,A4649,$798.00 ,SUPPLIES
6400009,REGIONAL ANESTHESIA SUPPLIES,,$30.00 ,SUPPLIES
4002658,RELOADS BLUE,A4649,$148.00 ,SUPPLIES
4002654,RELOADS GREEN XR60,A4649,$143.00 ,SUPPLIES
3005038,RELYXLUTING CEMENT KIT,,$391.00 ,SUPPLIES
4001389,REMOVER/INSERTER CONTACT LENS,,$20.00 ,SUPPLIES
3500110,REST MOD PROX CONE BODY 19MM +10,C1776,"$9,029.00 ",SUPPLIES
3502635,RESTORATION ADM X3 INSERT 28MM FOR 48MM,C1776,"$3,202.00 ",SUPPLIES
4006393,RESTRAINT ANKLE RED KEYLOCK QUICK RELEAS,,$118.00 ,SUPPLIES
4006392,RESTRAINT WRST BLUE KEYLOCK QUICK RELEAS,,$133.00 ,SUPPLIES
4003531,RESUSCITATOR ED NEO-TEE INFANT T-PIECE,,$66.00 ,SUPPLIES
4003530,RESUSCITATOR NEO-TEE INFANT T-PIECE SZ 1,,$66.00 ,SUPPLIES
4003500,RESUSCITATOR T-PIECE W/MASK SIZE 0,,$51.00 ,SUPPLIES
4004507,RETAINER VISCERA GLASSMAN W/RING,A4649,$82.00 ,SUPPLIES
4006924,RETRIEVAL FOREIGN BODY ROTHNET,,$237.00 ,SUPPLIES
4001610,REUTER SPLINT,Q4051,$71.00 ,SUPPLIES
3517675,REVERSED INSERT 36X6X12.5,C1776,"$2,515.00 ",SUPPLIES
3518006,RFNA/14/380 5 DEG BEND,C1713,"$4,771.00 ",SUPPLIES
4000958,RIB BELT MAN 6,L0220,$18.00 ,SUPPLIES
4000966,RIB BELT WOMAN 6,L0220,$18.00 ,SUPPLIES
4004638,ROD ATTACH FOR LG MULTI PIN,C1713,$906.00 ,SUPPLIES
4004640,ROD CARBON FIBER 11.0 100MM,C1713,$550.00 ,SUPPLIES
4004642,ROD CARBON FIBER 11.0 150MM,C1713,$491.00 ,SUPPLIES
4004644,ROD CARBON FIBER 11.0 200MM,C1713,$491.00 ,SUPPLIES
4004646,ROD CARBON FIBER 11.0 250MM,C1713,$523.00 ,SUPPLIES
4004648,ROD CARBON FIBER 11.0 300MM,C1713,$517.00 ,SUPPLIES
4004650,ROD CARBON FIBER 11.0 350MM,C1713,$734.00 ,SUPPLIES
4004652,ROD CARBON FIBER 11.0 400MM,C1713,$576.00 ,SUPPLIES
4004654,ROD CARBON FIBER 11.0 450MM,C1713,$576.00 ,SUPPLIES
4004656,ROD CARBON FIBER 8.0MM 200MM,C1713,$374.00 ,SUPPLIES
4004658,ROD CARBON FIBER 8.0MM 220MM,C1713,$418.00 ,SUPPLIES
4004660,ROD CARBON FIBER 8.0MM 240MM,C1713,$395.00 ,SUPPLIES
4006284,ROD REAMING 2.5 950MM,C1769,$421.00 ,SUPPLIES
4006289,ROD REAMING 3.0,A4649,$286.00 ,SUPPLIES
4001228,ROUND CUTTER 3MM,A4649,$408.00 ,SUPPLIES
4001244,ROUND DIAMOND 1MM,A4649,$408.00 ,SUPPLIES
4001238,ROUND DIAMOND 2MM,A4649,$375.00 ,SUPPLIES
4001236,ROUND DIAMOND 3MM,A4649,$320.00 ,SUPPLIES
4001234,ROUND DIAMOND 4MM,A4649,$408.00 ,SUPPLIES
4005418,RUSH ROD 3.2MM X 102MM ZIM,C1713,$166.00 ,SUPPLIES
4005422,RUSH ROD 3.2MM X 114MM ZIM,C1713,$216.00 ,SUPPLIES
4005424,RUSH ROD 3.2MM X 127MM ZIM,C1713,$166.00 ,SUPPLIES
4005426,RUSH ROD 3.2MM X 140MM ZIM,C1713,$216.00 ,SUPPLIES
4005428,RUSH ROD 3.2MM X 152MM ZIM,C1713,$216.00 ,SUPPLIES
4005430,RUSH ROD 3.2MM X 165MM ZIM,C1713,$166.00 ,SUPPLIES
4005432,RUSH ROD 3.2MM X 178MM ZIM,C1713,$166.00 ,SUPPLIES
4005434,RUSH ROD 3.2MM X 191MM ZIM,C1713,$253.00 ,SUPPLIES
4005436,RUSH ROD 3.2MM X 203MM ZIM,C1713,$253.00 ,SUPPLIES
4005438,RUSH ROD 3.2MM X 216MM ZIM,C1713,$216.00 ,SUPPLIES
4005440,RUSH ROD 3.2MM X 229MM ZIM,C1713,$216.00 ,SUPPLIES
